id,name,type,latitude,longitude,capacity,operating_hours,features
8021c229-7489-484e-a4dc-e88d20f7c93a,도레이첨단소재 식당,cafeteria,36.1456,128.3923,280,"{""weekday"": ""11:00-20:00"", ""weekend"": ""11:00-14:00""}","{""has_vegetarian"": false, ""average_price"": 7500, ""cuisine_tags"": [""구내식당""], ""address"": ""경상북도 구미시 3공단2로 300 (임수동, 도레이첨단소재 구미 제1공장)"", ""signature_menu"": ""백반정식 제육볶음 된장찌개 김치찌개 돈가스 비빔밥 잔치국수"", ""address_source"": ""inferred"", ""menu_source"": ""inferred""}"
7b153d29-d62c-4d1e-87ad-adcffca986e1,2단지 컨벤션 푸드홀,cafeteria,36.1467,128.3812,180,"{""weekday"": ""11:00-20:00"", ""weekend"": ""11:00-14:00""}","{""has_vegetarian"": false, ""average_price"": 7500, ""cuisine_tags"": [""한식"", ""양식""], ""address"": ""경상북도 구미시 임수동(구미 제2국가산업단지)"", ""signature_menu"": ""한식뷔페 양식코너 돈가스 스파게티 비빔밥 김치찌개 카레라이스"", ""address_source"": ""inferred"", ""menu_source"": ""inferred""}"
fdbc22c7-c1a3-4cc3-b48c-7d15eb662055,산동 농협 하나로식당,cafeteria,36.0912,128.4189,100,"{""weekday"": ""11:00-20:00"", ""weekend"": ""11:00-14:00""}","{""has_vegetarian"": false, ""average_price"": 7500, ""cuisine_tags"": [""한식"", ""백반""], ""address"": ""경상북도 구미시 산동읍 해마루공원로 345 (동구미농협 하나로마트)"", ""signature_menu"": ""백반정식 청국장 된장찌개 제육볶음 고등어구이 비빔밥 잔치국수"", ""address_source"": ""web"", ""menu_source"": ""inferred""}"
91421191-01ca-42b2-9c72-0210034f1b4b,LG디스플레이 P1 주차장,parking,36.1241,128.3617,450,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""방문객용"", ""address"": ""경상북도 구미시 3공단2로 235 (진평동, LG디스플레이 구미사업장 P1/구미1공장)"", ""address_source"": ""web""}"
17ea5fc4-4810-4b1e-9853-852dffc809f6,삼성전자 구미 정문 주차장,parking,36.1149,128.3528,800,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""임직원용"", ""address"": ""경상북도 구미시 3공단3로 302"", ""phone"": ""054-479-5114"", ""address_source"": ""web""}"
96769f68-3aba-4491-a7b9-000e330f8271,공단동 공영주차장,parking,36.1201,128.3493,250,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""공영"", ""address"": ""경상북도 구미시 공단동"", ""address_source"": ""inferred""}"
431142e3-5c9d-4312-af01-4b9e70c7b8b4,SK실트론 직원 주차타워,parking,36.1418,128.3795,600,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": true, ""parking_type"": ""임직원용"", ""address"": ""경상북도 구미시 임수동"", ""address_source"": ""web""}"
79fec717-e26d-421c-8182-f4a2c9143e33,산단로 노상주차장,parking,36.1178,128.3502,120,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""공영"", ""address"": ""경상북도 구미시 송정동"", ""address_source"": ""inferred""}"
31d8604e-98c1-492e-83e9-ca196ac778ce,하이테크밸리 통합주차장,parking,36.0817,128.4534,500,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""공용"", ""address"": ""경상북도 구미시 산동읍"", ""address_source"": ""web""}"
f2867d5e-f509-450b-9aa8-6d7071817547,2단지 임수동 공영주차장,parking,36.1489,128.3845,200,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""공영"", ""address"": ""경상북도 구미시 임수동"", ""address_source"": ""inferred""}"
0b4acfb1-5d28-4a5d-b87e-0b1a28949981,도레이 방문객 주차장,parking,36.1451,128.3917,80,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""방문객용"", ""address"": ""경상북도 구미시 3공단2로 300"", ""address_source"": ""web""}"
a7c97864-0d97-419d-9a7e-d6e5079cd08b,3단지 정문 주차장,parking,36.0834,128.4178,300,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""공용"", ""address"": ""경상북도 구미시 산동읍"", ""address_source"": ""inferred""}"
f1f1ff79-0d43-4a83-9950-00bef0b7e9e0,코오롱 화학공장 주차장,parking,36.1396,128.3873,350,"{""24_7"": true}","{""has_ev_charger"": true, ""indoor"": false, ""parking_type"": ""임직원용"", ""address"": ""경상북도 구미시 임수동"", ""address_source"": ""inferred""}"
e9e889c3-70c6-43c1-8930-c7183807e5ea,구미상공회의소 컨퍼런스룸,meeting_room,36.1167,128.3445,120,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""대회의실, 빔프로젝터"", ""address"": ""경상북도 구미시 송정대로 120"", ""phone"": ""054-454-6601"", ""address_source"": ""web""}"
36b3342e-767a-4766-80fc-650546887e1c,산단공 구미지사 회의실 A,meeting_room,36.1198,128.3478,30,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""소회의실"", ""address"": ""경상북도 구미시 수출대로 127"", ""phone"": ""070-8895-7705"", ""address_source"": ""web""}"
6c8471e1-806a-4e03-8d5a-fc7c5d290cae,산단공 구미지사 회의실 B,meeting_room,36.1198,128.3478,80,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": true, ""room_type"": ""중회의실, 화상회의"", ""address"": ""경상북도 구미시 수출대로 127"", ""phone"": ""070-8895-7705"", ""address_source"": ""web""}"
c9f83c0b-80ad-4fdf-b0e6-977db628fe23,구미컨벤션센터 대회의실,meeting_room,36.1334,128.3567,300,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""대회의실"", ""address"": ""경상북도 구미시 도량동"", ""address_source"": ""inferred""}"
8dc55a34-0095-47ab-84e9-9877ac5e0473,LG디스플레이 외부협력 미팅룸,meeting_room,36.1239,128.3621,25,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""외부 미팅"", ""address"": ""경상북도 구미시 3공단2로 235"", ""address_source"": ""web""}"
9d916f24-7a71-4610-8381-e6e2614d1f93,하이테크밸리 비즈니스센터,meeting_room,36.0825,128.4527,50,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""중회의실"", ""address"": ""경상북도 구미시 산동읍"", ""address_source"": ""inferred""}"
f62bb124-8e46-431c-9504-5a7c0e7b3097,2단지 임수동 공유오피스,meeting_room,36.1478,128.3823,40,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""공유 미팅룸"", ""address"": ""경상북도 구미시 임수동"", ""address_source"": ""inferred""}"
0c19133f-6aef-48ed-b728-f2a261d1fe68,구미시청 산단지원 회의실,meeting_room,36.1153,128.3389,60,"{""weekday"": ""09:00-18:00"", ""weekend"": ""closed""}","{""has_beam_projector"": true, ""has_video_conf"": false, ""room_type"": ""정책 미팅"", ""address"": ""경상북도 구미시 송정대로 55"", ""address_source"": ""web""}"
d7bdfff0-9422-4eda-8a80-3039497a24cd,LG디스플레이 휴게라운지 1번,rest_area,36.1256,128.3645,8,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 3공단2로 235"", ""address_source"": ""web""}"
adabf681-ad68-4bfe-b2a5-5800cdcad112,삼성전자 구미 휴게라운지,rest_area,36.1163,128.3556,12,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 1공단로 244"", ""address_source"": ""web""}"
5fd1ce14-3a10-4320-a619-c336e88261e0,SK실트론 휴게라운지,rest_area,36.1432,128.3812,6,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 3공단3로 132-11"", ""address_source"": ""web""}"
9e80cf10-3fa2-41f9-9530-cc85377e8486,코오롱 화학휴게라운지,rest_area,36.1402,128.3889,10,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 수출대로 48"", ""address_source"": ""web""}"
a05e9d5f-84f3-40dc-b631-3eb1c198dd9b,도레이 자재창고 휴게라운지,rest_area,36.1462,128.3934,7,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 4공단로 249-29"", ""phone"": ""054-479-6114"", ""address_source"": ""web""}"
baf481b1-e1da-4bed-a407-a7867b8fc290,하이테크밸리 공동휴게라운지,rest_area,36.0812,128.4548,15,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 산동읍 (구미하이테크밸리·국가5단지 일원)"", ""address_source"": ""inferred""}"
5e568f33-e4ce-488e-ba0f-95ffd3ab11c4,3단지 통합 휴게라운지,rest_area,36.0845,128.4198,9,"{""24_7"": true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}, ""address"": ""경상북도 구미시 산동읍"", ""address_source"": ""inferred""}"
